Date,Nom_Client,Prenom_Client,Email_Client,Produit,Region,Type_Client,Quantité,Prix_Unitaire,Coût_Unitaire,Bonus_%,Heure_d'achat
2026-09-09,Cisse,Penda,penda.cisse55@example.sn,Tablette,Tambacounda,Standard,3,124,622,0%,68551
2026-12-12,Dramé,Awa,awa.dramé252@example.sn,Tablette,Matam,Standard,19,1482,607,0%,73130
2026-05-27,Ba,Penda,penda.ba320@example.sn,Laptop,Saint-Louis,Standard,13,389,93,0%,25750
2026-05-28,Ba,Mariama,mariama.ba571@example.sn,Tablette,Dakar,Standard,16,368,394,10%,77350
2026-12-18,Sow,Amadou,amadou.sow340@example.sn,Laptop,Saint-Louis,Premium,19,288,446,0%,81256
2026-07-18,Gaye,Mariama,mariama.gaye20@example.sn,Tablette,Saint-Louis,Standard,1,559,647,0%,73123
2026-11-04,Cisse,Seydou,seydou.cisse917@example.sn,Casque,Louga,Premium,18,844,848,0%,80525
2026-05-08,Dramé,Khadija,khadija.dramé433@example.sn,Smartphone,Saint-Louis,Premium,7,503,36,0%,27486
2026-02-08,Ba,Omar,omar.ba57@example.sn,Imprimante,Thies,Standard,3,1131,822,0%,19630
2026-12-04,Fall,Omar,omar.fall386@example.sn,Souris,Kolda,Standard,10,1338,283,0%,70941
2026-12-26,Diallo,Amadou,amadou.diallo577@example.sn,Clavier,Louga,VIP,8,774,768,5%,63247
2026-05-09,Cisse,Fatou,fatou.cisse17@example.sn,Ecran,Ziguinchor,Standard,2,1027,1051,0%,5195
2026-09-24,Ndiaye,Khadija,khadija.ndiaye993@example.sn,Casque,Saint-Louis,Standard,10,946,822,0%,47931
2026-05-31,Fall,Moussa,moussa.fall535@example.sn,Tablette,Fatick,Standard,18,291,251,5%,49879
2026-10-25,Diallo,Ibrahima,ibrahima.diallo736@example.sn,Clavier,Fatick,Standard,12,125,445,0%,74793
2026-04-09,Traore,Omar,omar.traore379@example.sn,Souris,Kaolack,Standard,14,397,257,0%,4517
2026-09-20,Gaye,Awa,awa.gaye449@example.sn,Casque,Tambacounda,Standard,2,969,594,5%,36063
2026-09-09,Cisse,Seydou,seydou.cisse766@example.sn,Souris,Thies,Premium,17,191,1061,0%,49575
2026-05-24,Dramé,Mariama,mariama.dramé575@example.sn,Smartphone,Thies,Premium,12,959,226,0%,80445
2026-12-12,Diop,Moussa,moussa.diop493@example.sn,Clavier,Matam,Standard,7,823,805,0%,73540
2026-04-22,Diallo,Awa,awa.diallo282@example.sn,Souris,Kaolack,Standard,15,162,162,5%,57005
2026-03-01,Ndiaye,Amadou,amadou.ndiaye950@example.sn,Clavier,Fatick,Premium,2,542,874,0%,37934
2026-01-02,Ba,Khadija,khadija.ba910@example.sn,Smartphone,Saint-Louis,Standard,12,399,188,0%,24961
2026-10-31,Diop,Omar,omar.diop140@example.sn,Souris,Kolda,VIP,17,814,1171,10%,55474
2026-09-11,Fall,Ibrahima,ibrahima.fall530@example.sn,Casque,Tambacounda,Premium,1,840,414,5%,23167
2026-05-20,Gaye,Moussa,moussa.gaye733@example.sn,Clavier,Kolda,Standard,8,1092,1185,5%,36570
2026-02-06,Dramé,Omar,omar.dramé643@example.sn,Ecran,Fatick,Standard,5,266,403,0%,17409
2026-06-09,Diop,Fatou,fatou.diop123@example.sn,Ecran,Fatick,Standard,8,691,433,0%,72484
2026-01-09,Ndiaye,Fatou,fatou.ndiaye541@example.sn,Ecran,Dakar,Standard,14,763,1085,0%,2488
2026-08-21,Diallo,Fatou,fatou.diallo508@example.sn,Imprimante,Tambacounda,Premium,6,1498,126,0%,45205
2026-04-09,Dramé,Seydou,seydou.dramé348@example.sn,Imprimante,Matam,Standard,18,460,912,10%,75617
2026-05-27,Traore,Mariama,mariama.traore30@example.sn,Souris,Thies,Standard,5,560,416,0%,1087
2026-10-31,Ba,Amadou,amadou.ba729@example.sn,Smartphone,Matam,Premium,10,157,849,5%,16982
2026-07-27,Gaye,Awa,awa.gaye42@example.sn,Ecran,Thies,Standard,15,154,806,5%,43593
2026-05-11,Diop,Omar,omar.diop142@example.sn,Souris,Dakar,Standard,3,338,214,0%,42766
2026-06-01,Gaye,Awa,awa.gaye929@example.sn,Souris,Matam,Standard,3,772,987,0%,13243
2026-02-23,Gaye,Awa,awa.gaye712@example.sn,Casque,Kaolack,Premium,17,680,80,0%,23996
2026-04-30,Gaye,Omar,omar.gaye984@example.sn,Tablette,Tambacounda,Standard,14,339,761,5%,30141
2026-06-10,Diallo,Mariama,mariama.diallo35@example.sn,Laptop,Louga,Standard,10,1407,31,0%,13351
2026-04-26,Gaye,Seydou,seydou.gaye373@example.sn,Tablette,Tambacounda,Standard,19,69,1130,10%,7843
2026-03-16,Traore,Seydou,seydou.traore610@example.sn,Imprimante,Tambacounda,Standard,16,367,1024,0%,36202
2026-04-23,Fall,Khadija,khadija.fall101@example.sn,Tablette,Dakar,Standard,17,51,904,0%,13990
2026-04-14,Ndiaye,Amadou,amadou.ndiaye554@example.sn,Laptop,Kolda,Standard,13,265,428,10%,73231
2026-12-06,Dramé,Khadija,khadija.dramé247@example.sn,Souris,Fatick,Standard,1,302,1092,0%,24694
2026-09-11,Traore,Mariama,mariama.traore27@example.sn,Tablette,Ziguinchor,Standard,1,272,575,5%,41762
2026-08-15,Dramé,Awa,awa.dramé283@example.sn,Imprimante,Louga,Standard,17,1281,771,0%,26615
2026-04-22,Ndiaye,Amadou,amadou.ndiaye943@example.sn,Imprimante,Saint-Louis,Standard,18,679,280,0%,66463
2026-04-09,Fall,Khadija,khadija.fall298@example.sn,Tablette,Kolda,Premium,17,117,95,0%,83758
2026-06-02,Cisse,Khadija,khadija.cisse36@example.sn,Smartphone,Thies,Premium,12,275,412,0%,13527
2026-12-15,Dramé,Fatou,fatou.dramé826@example.sn,Smartphone,Tambacounda,Premium,6,388,1080,5%,49598
2026-12-04,Dramé,Seydou,seydou.dramé443@example.sn,Casque,Dakar,Standard,7,417,96,5%,38804
2026-07-13,Fall,Penda,penda.fall920@example.sn,Imprimante,Dakar,VIP,17,709,731,5%,5970
2026-11-06,Diop,Khadija,khadija.diop117@example.sn,Clavier,Tambacounda,Standard,16,1072,529,0%,82079
2026-06-12,Traore,Moussa,moussa.traore982@example.sn,Souris,Thies,Premium,1,408,784,10%,51949
2026-07-27,Diop,Fatou,fatou.diop957@example.sn,Ecran,Louga,VIP,11,1370,710,10%,50977
2026-06-18,Diop,Awa,awa.diop747@example.sn,Imprimante,Louga,Standard,10,462,628,0%,78259
2026-06-10,Diop,Ibrahima,ibrahima.diop333@example.sn,Casque,Kolda,Standard,1,448,90,0%,20817
2026-03-09,Gaye,Seydou,seydou.gaye876@example.sn,Imprimante,Tambacounda,Standard,11,1029,79,0%,73994
2026-10-16,Ba,Mariama,mariama.ba540@example.sn,Imprimante,Kaolack,Standard,3,593,245,5%,53578
2026-10-04,Dramé,Omar,omar.dramé744@example.sn,Smartphone,Matam,Standard,16,702,554,0%,59387
2026-10-31,Diop,Mariama,mariama.diop802@example.sn,Imprimante,Kaolack,Standard,1,1464,565,10%,52049
2026-05-15,Traore,Fatou,fatou.traore113@example.sn,Smartphone,Saint-Louis,Standard,7,577,203,5%,68519
2026-07-14,Ba,Moussa,moussa.ba853@example.sn,Laptop,Kaolack,Standard,11,1339,911,0%,29126
2026-05-08,Ba,Mariama,mariama.ba341@example.sn,Laptop,Dakar,Premium,17,298,635,0%,4469
2026-02-02,Diop,Moussa,moussa.diop371@example.sn,Ecran,Kolda,Standard,19,233,637,0%,83248
2026-06-25,Diallo,Omar,omar.diallo930@example.sn,Imprimante,Ziguinchor,Standard,14,1267,64,0%,14446
2026-01-22,Diop,Ibrahima,ibrahima.diop298@example.sn,Ecran,Fatick,Standard,16,102,943,0%,81757
2026-08-26,Diallo,Seydou,seydou.diallo453@example.sn,Smartphone,Saint-Louis,Premium,17,131,822,5%,62443
2026-06-07,Diop,Seydou,seydou.diop46@example.sn,Tablette,Ziguinchor,Standard,14,1158,821,0%,30736
2026-02-07,Traore,Penda,penda.traore357@example.sn,Ecran,Tambacounda,Standard,9,1458,931,5%,1157
2026-08-18,Diallo,Moussa,moussa.diallo901@example.sn,Casque,Kaolack,Premium,13,768,433,0%,1335
2026-12-31,Gaye,Omar,omar.gaye765@example.sn,Smartphone,Fatick,Standard,2,763,1090,5%,65163
2026-02-20,Ba,Khadija,khadija.ba52@example.sn,Souris,Ziguinchor,Premium,8,620,559,5%,27156
2026-09-21,Diop,Khadija,khadija.diop135@example.sn,Imprimante,Thies,Standard,4,916,1164,10%,49345
2026-10-10,Ba,Awa,awa.ba18@example.sn,Smartphone,Saint-Louis,Standard,5,1098,517,0%,62099
2026-01-27,Diop,Moussa,moussa.diop535@example.sn,Laptop,Matam,Standard,15,635,254,10%,30527
2026-08-14,Dramé,Amadou,amadou.dramé140@example.sn,Casque,Saint-Louis,Standard,2,1076,358,0%,54547
2026-10-04,Dramé,Mariama,mariama.dramé334@example.sn,Imprimante,Fatick,Standard,9,903,126,0%,26718
2026-10-13,Sow,Awa,awa.sow193@example.sn,Casque,Ziguinchor,Premium,8,663,1070,0%,56855
2026-04-07,Diop,Awa,awa.diop291@example.sn,Clavier,Fatick,Premium,11,243,365,10%,21689
2026-10-11,Sow,Awa,awa.sow904@example.sn,Smartphone,Tambacounda,Premium,13,921,453,0%,67632
2026-11-13,Fall,Omar,omar.fall62@example.sn,Clavier,Kolda,Standard,7,879,432,0%,76001
2026-10-31,Fall,Seydou,seydou.fall562@example.sn,Laptop,Fatick,Standard,19,742,460,0%,20234
2026-05-27,Ba,Awa,awa.ba859@example.sn,Clavier,Louga,Premium,15,1041,927,5%,83333
2026-01-04,Diallo,Seydou,seydou.diallo879@example.sn,Tablette,Dakar,Premium,12,1450,739,0%,70586
2026-02-04,Diop,Seydou,seydou.diop542@example.sn,Smartphone,Kaolack,Premium,13,1164,967,0%,71602
2026-07-11,Ndiaye,Moussa,moussa.ndiaye386@example.sn,Smartphone,Matam,VIP,1,702,658,0%,49647
2026-02-18,Diop,Omar,omar.diop304@example.sn,Casque,Dakar,VIP,8,534,40,5%,12400
2026-01-17,Diop,Seydou,seydou.diop217@example.sn,Imprimante,Louga,Standard,15,1102,870,0%,69420
2026-06-21,Ndiaye,Awa,awa.ndiaye672@example.sn,Ecran,Thies,Standard,14,154,568,0%,72752
2026-08-08,Fall,Omar,omar.fall486@example.sn,Clavier,Kolda,Standard,8,1098,155,0%,44199
2026-06-07,Sow,Awa,awa.sow979@example.sn,Casque,Matam,VIP,3,543,984,0%,19207
2026-02-15,Ba,Fatou,fatou.ba963@example.sn,Souris,Kolda,Standard,12,1348,151,10%,57523
2026-01-06,Fall,Mariama,mariama.fall78@example.sn,Imprimante,Kolda,Premium,15,148,381,0%,12781
2026-04-09,Ndiaye,Fatou,fatou.ndiaye852@example.sn,Clavier,Thies,Premium,16,633,397,0%,81689
2026-08-21,Diop,Fatou,fatou.diop934@example.sn,Ecran,Thies,VIP,7,248,421,5%,66291
2026-02-06,Fall,Moussa,moussa.fall839@example.sn,Clavier,Kolda,Standard,18,1005,1128,0%,1419
2026-10-07,Traore,Amadou,amadou.traore446@example.sn,Imprimante,Thies,Standard,13,746,479,5%,74336
2026-12-15,Dramé,Mariama,mariama.dramé310@example.sn,Ecran,Kaolack,Standard,6,1246,1058,0%,26092
2026-10-29,Diop,Moussa,moussa.diop36@example.sn,Ecran,Thies,VIP,2,485,1050,10%,64831
2026-06-30,Cisse,Awa,awa.cisse637@example.sn,Laptop,Dakar,VIP,2,1335,265,5%,59078
2026-04-05,Ndiaye,Moussa,moussa.ndiaye939@example.sn,Imprimante,Tambacounda,Premium,19,1366,232,5%,34166
2026-04-09,Gaye,Awa,awa.gaye663@example.sn,Clavier,Fatick,VIP,6,1077,749,0%,45903
2026-07-07,Diallo,Amadou,amadou.diallo562@example.sn,Casque,Ziguinchor,Standard,10,224,391,0%,12376
2026-04-26,Gaye,Seydou,seydou.gaye115@example.sn,Imprimante,Saint-Louis,Standard,17,390,822,0%,5666
2026-07-10,Fall,Moussa,moussa.fall595@example.sn,Souris,Matam,Standard,19,1071,360,5%,78172
2026-09-10,Diop,Penda,penda.diop581@example.sn,Ecran,Ziguinchor,Premium,16,219,603,0%,24809
2026-06-10,Diallo,Seydou,seydou.diallo819@example.sn,Imprimante,Dakar,Standard,18,737,350,0%,84827
2026-09-13,Diallo,Ibrahima,ibrahima.diallo643@example.sn,Clavier,Kolda,Standard,19,789,286,5%,71250
2026-11-19,Ba,Moussa,moussa.ba956@example.sn,Clavier,Ziguinchor,Premium,2,750,405,0%,82599
2026-05-08,Gaye,Awa,awa.gaye724@example.sn,Smartphone,Saint-Louis,Premium,3,495,657,0%,73306
2026-01-18,Diop,Mariama,mariama.diop20@example.sn,Smartphone,Louga,VIP,15,1000,358,0%,24545
2026-10-08,Ba,Moussa,moussa.ba940@example.sn,Souris,Matam,Standard,15,982,323,10%,84642
2026-08-11,Sow,Awa,awa.sow668@example.sn,Ecran,Thies,Standard,12,1047,432,10%,82015
2026-02-23,Gaye,Amadou,amadou.gaye225@example.sn,Smartphone,Saint-Louis,Standard,13,620,837,0%,73614
2026-02-27,Dramé,Fatou,fatou.dramé895@example.sn,Tablette,Fatick,VIP,2,1011,750,0%,69540
2026-11-19,Dramé,Moussa,moussa.dramé330@example.sn,Smartphone,Thies,Standard,18,347,607,0%,56728
2026-12-26,Ba,Khadija,khadija.ba469@example.sn,Tablette,Ziguinchor,Premium,15,559,1086,0%,69581
2026-06-23,Sow,Ibrahima,ibrahima.sow966@example.sn,Imprimante,Kolda,Standard,18,208,1194,0%,41366
2026-10-07,Traore,Khadija,khadija.traore824@example.sn,Souris,Fatick,Standard,13,836,72,0%,51254
2026-04-24,Traore,Seydou,seydou.traore535@example.sn,Tablette,Saint-Louis,VIP,6,683,752,0%,51149
2026-10-15,Dramé,Seydou,seydou.dramé588@example.sn,Imprimante,Thies,Standard,8,1024,447,0%,15939
2026-12-08,Cisse,Fatou,fatou.cisse701@example.sn,Souris,Tambacounda,Standard,16,1490,827,0%,56325
2026-05-31,Ndiaye,Fatou,fatou.ndiaye886@example.sn,Casque,Kolda,Standard,3,1433,1135,0%,42875
2026-05-07,Ndiaye,Seydou,seydou.ndiaye763@example.sn,Smartphone,Kolda,Standard,17,1419,961,0%,16265
2026-06-04,Cisse,Moussa,moussa.cisse169@example.sn,Clavier,Kolda,Standard,18,742,804,0%,15153
2026-09-30,Ba,Omar,omar.ba473@example.sn,Ecran,Tambacounda,Standard,12,1487,806,0%,75259
2026-04-14,Ndiaye,Moussa,moussa.ndiaye531@example.sn,Laptop,Saint-Louis,VIP,7,175,1052,0%,37744
2026-10-26,Ndiaye,Ibrahima,ibrahima.ndiaye645@example.sn,Ecran,Dakar,Standard,12,1183,74,0%,25851
2026-09-03,Gaye,Seydou,seydou.gaye282@example.sn,Clavier,Kolda,Standard,3,498,655,0%,76173
2026-06-25,Gaye,Khadija,khadija.gaye250@example.sn,Smartphone,Fatick,Standard,12,1215,66,10%,50700
2026-02-08,Cisse,Fatou,fatou.cisse945@example.sn,Clavier,Thies,Standard,15,683,1073,0%,85615
2026-06-19,Diop,Khadija,khadija.diop973@example.sn,Smartphone,Louga,Standard,17,59,215,0%,52479
2026-09-04,Sow,Seydou,seydou.sow968@example.sn,Ecran,Kolda,Standard,12,1068,661,0%,82805
2026-01-26,Ba,Amadou,amadou.ba664@example.sn,Smartphone,Matam,Standard,9,1090,1094,5%,7238
2026-12-21,Gaye,Seydou,seydou.gaye874@example.sn,Clavier,Louga,Standard,1,764,963,10%,40672
2026-11-02,Gaye,Penda,penda.gaye176@example.sn,Imprimante,Louga,Standard,16,1021,329,0%,69002
2026-01-13,Traore,Ibrahima,ibrahima.traore578@example.sn,Tablette,Matam,VIP,15,1076,406,0%,82339
2026-11-12,Sow,Penda,penda.sow659@example.sn,Casque,Kolda,Standard,11,967,264,0%,15946
2026-11-09,Traore,Mariama,mariama.traore336@example.sn,Casque,Matam,Standard,5,1315,910,0%,49718
2026-02-05,Diop,Khadija,khadija.diop874@example.sn,Casque,Dakar,Standard,7,873,924,5%,44065
2026-06-22,Sow,Amadou,amadou.sow538@example.sn,Casque,Thies,Standard,3,1260,1134,0%,43485
2026-01-20,Ndiaye,Ibrahima,ibrahima.ndiaye853@example.sn,Imprimante,Louga,Standard,13,843,56,5%,35654
2026-11-17,Traore,Awa,awa.traore282@example.sn,Laptop,Matam,Premium,13,1308,1074,0%,20397
2026-09-21,Dramé,Mariama,mariama.dramé888@example.sn,Souris,Kaolack,Standard,19,227,325,0%,63268
2026-05-22,Ba,Omar,omar.ba385@example.sn,Smartphone,Kaolack,Standard,10,648,787,0%,28603
2026-05-23,Ndiaye,Penda,penda.ndiaye921@example.sn,Imprimante,Thies,Premium,7,1025,906,0%,18321
2026-04-02,Sow,Ibrahima,ibrahima.sow384@example.sn,Laptop,Tambacounda,Standard,15,366,887,5%,74844
2026-12-20,Dramé,Ibrahima,ibrahima.dramé343@example.sn,Casque,Dakar,Standard,18,302,802,0%,44815
2026-11-18,Diop,Penda,penda.diop12@example.sn,Casque,Tambacounda,Standard,7,1384,409,0%,21657
2026-10-15,Dramé,Mariama,mariama.dramé252@example.sn,Ecran,Kolda,Standard,3,1265,974,0%,74746
2026-08-03,Gaye,Amadou,amadou.gaye629@example.sn,Clavier,Fatick,Standard,10,52,761,5%,11570
2026-12-08,Cisse,Amadou,amadou.cisse60@example.sn,Casque,Kolda,Standard,15,1231,549,5%,53834
2026-02-20,Dramé,Fatou,fatou.dramé891@example.sn,Smartphone,Thies,Premium,12,1259,916,5%,4447
2026-06-02,Diallo,Moussa,moussa.diallo359@example.sn,Ecran,Tambacounda,Standard,16,1214,939,5%,11097
2026-07-05,Diop,Mariama,mariama.diop183@example.sn,Casque,Ziguinchor,Standard,19,100,447,0%,60320
2026-03-04,Ndiaye,Khadija,khadija.ndiaye125@example.sn,Casque,Thies,Premium,12,871,402,0%,28731
2026-07-09,Traore,Khadija,khadija.traore704@example.sn,Imprimante,Tambacounda,VIP,2,716,1161,5%,40612
2026-05-05,Fall,Mariama,mariama.fall370@example.sn,Laptop,Fatick,Standard,8,829,1046,5%,23434
2026-05-30,Diop,Penda,penda.diop364@example.sn,Imprimante,Kolda,Standard,13,474,514,0%,38604
2026-11-10,Diallo,Khadija,khadija.diallo675@example.sn,Smartphone,Saint-Louis,Standard,1,1448,248,0%,17825
2026-02-27,Gaye,Khadija,khadija.gaye768@example.sn,Tablette,Dakar,Premium,2,169,278,0%,13507
2026-12-08,Traore,Moussa,moussa.traore85@example.sn,Clavier,Kaolack,Premium,14,650,303,0%,5685
2026-11-01,Ba,Ibrahima,ibrahima.ba936@example.sn,Tablette,Kaolack,Standard,4,667,397,0%,72135
2026-06-29,Fall,Ibrahima,ibrahima.fall765@example.sn,Souris,Louga,Standard,6,1443,858,0%,50169
2026-06-19,Dramé,Mariama,mariama.dramé90@example.sn,Imprimante,Ziguinchor,Premium,13,466,226,0%,77937
2026-11-22,Diallo,Seydou,seydou.diallo238@example.sn,Laptop,Ziguinchor,Standard,9,1280,640,5%,82363
2026-09-28,Dramé,Ibrahima,ibrahima.dramé81@example.sn,Casque,Kolda,Premium,16,592,631,5%,67338
2026-02-23,Ba,Penda,penda.ba412@example.sn,Clavier,Dakar,Premium,1,213,698,0%,54293
2026-04-11,Diop,Awa,awa.diop227@example.sn,Imprimante,Matam,Premium,9,183,739,0%,53803
2026-09-21,Cisse,Seydou,seydou.cisse461@example.sn,Souris,Matam,Standard,7,684,119,0%,50033
2026-02-22,Diallo,Moussa,moussa.diallo920@example.sn,Souris,Matam,VIP,18,1374,751,0%,40846
2026-03-01,Sow,Penda,penda.sow764@example.sn,Imprimante,Saint-Louis,Standard,16,1005,702,0%,26187
2026-04-18,Ndiaye,Amadou,amadou.ndiaye376@example.sn,Smartphone,Tambacounda,Standard,7,1163,988,0%,17248
2026-01-05,Sow,Moussa,moussa.sow835@example.sn,Imprimante,Matam,Standard,18,121,1149,0%,69023
2026-04-13,Cisse,Fatou,fatou.cisse599@example.sn,Clavier,Thies,Standard,9,408,1039,0%,83013
2026-07-15,Ba,Khadija,khadija.ba679@example.sn,Souris,Matam,Standard,2,598,319,0%,75882
2026-09-19,Sow,Omar,omar.sow569@example.sn,Laptop,Matam,Premium,5,150,1172,0%,22784
2026-12-31,Gaye,Amadou,amadou.gaye321@example.sn,Casque,Saint-Louis,VIP,9,79,78,5%,6629
2026-12-16,Diallo,Seydou,seydou.diallo307@example.sn,Laptop,Kaolack,Premium,4,768,553,0%,69139
2026-02-16,Gaye,Penda,penda.gaye33@example.sn,Ecran,Kolda,Standard,16,1239,283,0%,78961
2026-12-21,Fall,Amadou,amadou.fall119@example.sn,Imprimante,Kolda,Standard,3,1465,179,0%,65895
2026-11-07,Cisse,Fatou,fatou.cisse61@example.sn,Souris,Tambacounda,VIP,6,1044,341,0%,22529
2026-11-04,Fall,Penda,penda.fall948@example.sn,Smartphone,Kolda,VIP,17,570,694,5%,46669
2026-05-24,Fall,Omar,omar.fall299@example.sn,Tablette,Tambacounda,VIP,19,1350,231,0%,56881
2026-09-26,Fall,Seydou,seydou.fall453@example.sn,Casque,Louga,Standard,8,1242,814,0%,40657
2026-05-04,Diop,Moussa,moussa.diop476@example.sn,Casque,Dakar,Premium,10,886,670,0%,40080
2026-04-16,Diop,Mariama,mariama.diop268@example.sn,Imprimante,Matam,Premium,10,1348,491,0%,68199
2026-06-07,Cisse,Amadou,amadou.cisse333@example.sn,Imprimante,Kolda,Standard,16,298,434,0%,64567
2026-05-27,Traore,Omar,omar.traore660@example.sn,Laptop,Matam,Standard,6,561,1059,0%,32617
2026-05-25,Sow,Fatou,fatou.sow918@example.sn,Imprimante,Dakar,Premium,8,161,872,5%,33566
2026-04-30,Diop,Amadou,amadou.diop827@example.sn,Laptop,Louga,Standard,3,1091,68,0%,13628
2026-11-15,Dramé,Awa,awa.dramé347@example.sn,Laptop,Kolda,Standard,2,1153,984,5%,5456
2026-10-02,Gaye,Awa,awa.gaye796@example.sn,Souris,Kolda,Standard,10,950,689,0%,12631
2026-04-02,Diop,Seydou,seydou.diop565@example.sn,Casque,Fatick,Standard,8,756,881,0%,51436
2026-02-27,Ba,Moussa,moussa.ba938@example.sn,Laptop,Fatick,Standard,12,248,1094,0%,39555
2026-12-12,Fall,Seydou,seydou.fall431@example.sn,Imprimante,Kaolack,Standard,12,1189,1172,0%,49651
2026-08-17,Diop,Seydou,seydou.diop268@example.sn,Ecran,Fatick,Standard,9,593,352,5%,59182
2026-04-27,Cisse,Khadija,khadija.cisse634@example.sn,Clavier,Tambacounda,Premium,19,272,835,0%,18942
2026-11-14,Gaye,Moussa,moussa.gaye748@example.sn,Souris,Ziguinchor,Standard,15,137,1091,0%,77299
2026-10-06,Gaye,Khadija,khadija.gaye74@example.sn,Imprimante,Tambacounda,Standard,14,1014,807,0%,11304
2026-05-07,Traore,Penda,penda.traore172@example.sn,Souris,Ziguinchor,Standard,5,377,397,0%,37248
2026-05-09,Ndiaye,Omar,omar.ndiaye173@example.sn,Clavier,Dakar,Premium,18,871,1124,0%,51801
2026-02-27,Ndiaye,Omar,omar.ndiaye687@example.sn,Clavier,Thies,Standard,12,152,244,0%,71081
2026-05-02,Sow,Moussa,moussa.sow48@example.sn,Souris,Kolda,Standard,6,1047,949,0%,78358
2026-01-01,Dramé,Moussa,moussa.dramé674@example.sn,Casque,Thies,Standard,11,347,911,0%,81164
2026-08-27,Diallo,Penda,penda.diallo329@example.sn,Laptop,Tambacounda,VIP,15,724,281,0%,77525
2026-10-17,Cisse,Omar,omar.cisse369@example.sn,Ecran,Thies,Standard,4,936,1103,10%,26334
2026-04-06,Ba,Penda,penda.ba278@example.sn,Smartphone,Kolda,Standard,14,238,866,0%,61613
2026-05-06,Diop,Mariama,mariama.diop333@example.sn,Laptop,Saint-Louis,Premium,5,420,384,0%,30667
2026-04-28,Cisse,Fatou,fatou.cisse335@example.sn,Casque,Thies,Standard,11,877,718,0%,56618
2026-02-17,Dramé,Awa,awa.dramé596@example.sn,Clavier,Fatick,Standard,7,299,1070,0%,86030
2026-03-30,Ndiaye,Mariama,mariama.ndiaye266@example.sn,Casque,Kolda,Standard,13,275,1001,0%,28091
2026-08-25,Cisse,Seydou,seydou.cisse209@example.sn,Imprimante,Louga,Standard,19,173,891,10%,57456
2026-09-29,Diop,Amadou,amadou.diop447@example.sn,Laptop,Fatick,Standard,4,354,674,5%,66584
2026-07-08,Traore,Khadija,khadija.traore619@example.sn,Ecran,Saint-Louis,Standard,12,840,927,5%,54068
2026-07-11,Sow,Ibrahima,ibrahima.sow113@example.sn,Casque,Saint-Louis,Premium,14,852,731,0%,24505
2026-03-10,Traore,Amadou,amadou.traore381@example.sn,Smartphone,Matam,Standard,1,447,128,0%,17921
2026-10-05,Ndiaye,Moussa,moussa.ndiaye914@example.sn,Casque,Fatick,Standard,8,1351,930,0%,66624
2026-12-15,Fall,Fatou,fatou.fall173@example.sn,Imprimante,Ziguinchor,Premium,16,1231,444,0%,12115
2026-09-04,Ndiaye,Mariama,mariama.ndiaye122@example.sn,Tablette,Louga,VIP,19,52,1134,0%,37017
2026-03-17,Sow,Ibrahima,ibrahima.sow624@example.sn,Casque,Kolda,Standard,5,380,252,0%,36946
2026-06-03,Diop,Ibrahima,ibrahima.diop558@example.sn,Laptop,Saint-Louis,Standard,14,59,784,5%,56654
2026-05-24,Dramé,Moussa,moussa.dramé115@example.sn,Tablette,Saint-Louis,Standard,12,628,1171,5%,55091
2026-03-27,Diallo,Mariama,mariama.diallo708@example.sn,Imprimante,Louga,Premium,12,730,144,0%,62209
2026-07-04,Traore,Ibrahima,ibrahima.traore373@example.sn,Clavier,Matam,Standard,12,246,234,0%,26561
2026-10-12,Ndiaye,Mariama,mariama.ndiaye30@example.sn,Laptop,Ziguinchor,Standard,11,491,470,0%,60977
2026-08-08,Dramé,Khadija,khadija.dramé669@example.sn,Imprimante,Dakar,Premium,15,64,741,0%,55673
2026-03-10,Traore,Khadija,khadija.traore138@example.sn,Souris,Saint-Louis,Standard,7,1195,404,5%,55008
2026-02-16,Ndiaye,Ibrahima,ibrahima.ndiaye492@example.sn,Smartphone,Matam,Standard,10,675,796,0%,2441
2026-04-04,Sow,Ibrahima,ibrahima.sow708@example.sn,Casque,Kaolack,Standard,5,55,417,0%,74991
2026-08-26,Traore,Moussa,moussa.traore805@example.sn,Casque,Kolda,Premium,15,565,987,0%,65581
2026-07-23,Ndiaye,Mariama,mariama.ndiaye208@example.sn,Laptop,Louga,Premium,2,1352,331,5%,55380
2026-08-06,Diop,Omar,omar.diop756@example.sn,Casque,Tambacounda,Standard,13,734,868,0%,17620
2026-12-07,Sow,Penda,penda.sow961@example.sn,Casque,Kaolack,Standard,14,882,946,0%,53482
2026-02-08,Dramé,Penda,penda.dramé629@example.sn,Clavier,Kaolack,Premium,6,1129,857,5%,51468
